emotion,text
empty,I can't believe how tired I am right now... I don't know if I can go out tonight...   Exhaaaausted!!
hate,Not talking to anais anymore.
hate,"@ThisStarChild It's just a shame what wisdom comes with age, but age destroys youth"
neutral,@ColdHearted19 woop right am off to &quot;try&quot; to get 2 sleep haha its 2 hot  have a good nightt x
love,@bxa2 dnt smile...im mad at u
worry,Guys my phone is dying!!!
worry,"But then again I think I'm the only who pays attention to this type of thing, bout to hit this bush and pretend its purple....."
neutral,@1critic and Boat is dining Bones in Peru - double
love,I love being ignored except to be yelled at. I love my life.
sadness,Leaving for Atlanta in the morning to catch JoCo and Pa &amp; St!!! I'm excited! Missed P&amp;S at D*Con last year.  That made me a sad owl.
worry,@DentonPolice http://twitpic.com/5wb0k - what a mess. we're missing the bra strap.
hate,Our plane had landed!! FINALLY gonna get to board...an hour late.  stupid rain!!!
worry,@BrineandBastard What??  Nooooooooo      There goes my weekend!
sadness,@travistubbs I'm already a fan of hulu. Too bad there's not a bigger Internet selection on netflix.  I thought that would be easier
neutral,"@caroldn Okay, no more driving.  I know... I know... you are correct to say that."
worry,"@MelissaPan ah the Computer's not in my room  on BBerry right now, and Youtube charges D: !! Heyy, how about you, aren't you tired XD?"
happiness,@Edit4321 cont...and then it goes to waste  no one likes stale sweets. That reminds me of this cute song called Stale Cupcakes lol
love,Damn M-Audio IE-30s! I just remembered how much I &lt;3 u &amp; now the right earbud has ceased functioning  My Shure's r 2 bright w/ lame bass.
fun,they were actually there omg apparently a relative of marc went to my school lol
love,"Finally a chance to show genuine love, not dependent selfish love, I hope I can do it. My heart goes out to you and I'm sorry 4 ur pain."
neutral,The bus is rolling along faster than expected. I might make it home by 6:15. Maybe.
neutral,work soonnnnnn  it's looking rly dead today...
worry,"Well, looks like it is going to be another night without my snuggle bug  Missing my Big Girl."
worry,Wow no one loves me  @stuntmann88
worry,Whats is up with me! I am spilling everything
worry,ughh...i dont feel good
happiness,@shortcakemlt the movie on the plane is Mall Cop- (but i saw it with the nephews already
sadness,@CChiron - Well (as you can see) I've been blah blah blahing so much...yep. I forgot. I'm sorry   But...I'm here!
relief,@PassionMD hahahaha! i haven't been out with my friends since sunday! i'm so lame
sadness,at hannah montana set.... im missing tennessee ALOT today
boredom,Waiting for the dang pizza to cook. It's almost 9 and we still have not eaten wifey fail. Did I mention I feel like crap
hate,Taking the caltrain to go see the giants. It's Cold and someone smells like pee
neutral,my picture wont come up  it keeps saying thats a nice picture! but where is it??
sadness,@ChariceManiacs  me too! i don't know why every time i listen to it i start to cry!
fun,I haven't gone sheesha smoking in a loooong time  Maybe tomorrow? &gt; *starts planning*
worry,"mmm mmm mmm! tss tsss tss. LOL, having way too much fun being bored.  i miss him"
enthusiasm,@Jon_Aston Still looking  I filled out quite a few applications last week and once I get home I'll continue.
worry,@nodirectionhome biglots by my house has jesus &amp; virgin mary rings in one of those machines i rocked one for a while til that shit broke
worry,argh! my embouchure= FAIL! makes me sad
hate,@Mtn_Dew tokens haven't been working for me all day....
worry,@itsjenwilliams Im at work!
neutral,@EssinEm ohh no the poor cupcake  #wave @TLGame
worry,Bible study cancelled   Study partner started new job with horrible hrs - Pls pray for her that hrs improve and she knows God's  provision
boredom,1-Pendulum = awesome! 2-Goodbyes suck  3-Shut up plz. 4-Toy Story 3!!  5-JB 3D MOVIE 2MORO! 6-I'm tired. 7-Aaaand I'm out.
sadness,whats wrong with my flickr  http://www.flickr.com/photos/frenchtoastcake/ my quilt top photo only shows when you click on it! SAD STORY!!!
neutral,@SoozInSports ouch
fun,@JESS_TRUESDALE lmao! you a mess.  Im gonna be in ATL in a few weeks
worry,House hunting for next year= No FUN!
neutral,@crucifixxus dude what is your sn nowadays because i think i lost yours
worry,"@mileycyrus aww homesick  i feel you! im homesick for my 2nd home, campp"
worry,"hmm, do not feel like writing monthly reports tonight!  probably should get started though..."
happiness,@xoshattered_  i missed you. today was the greatest day ever. im burnt and shit lmfao. but it will be a nice tan. 11 rides in 6 hrs!  &lt;3
worry,@ThisStarChild  hope yer ok hunny
worry,"Still no pic, very sad"
relief,@skoduri I SLEPT THROUGH MY ALARMS  woke up at 6 instead of 4  i feel like a complete tool
worry,i want to see ephraim zenh tomorrow! a lot. but can i find a sitter? wtf? why does everyone have plans? it's only saturday night...sigh.
surprise,@bewarethegeek i just found out one of my fav high school professors died this week. he wasn't even supposed to retire yet
empty,rickbaker24 follow me please. i only have 6
neutral,"@bennsu @dj_diva I know, I know...lol   That is the ONE song that stops me in my tracks on a dancefloor.  I just can't...lol"
sadness,"Friday Night Magic last night, I lost so bad  I suck at draft"
hate,@meecheeko Is a WHORE but she'll never know I said it cuz she doesn't love her twitter
love,I am so sorry i fell asleep first
boredom,@DanielFielding i tried listenin to music 4 half an hour! Tried readin a really boring book-still wide awake!
worry,just took my shirt off and my back is COVERED in blisters  http://bit.ly/vUiXG
happiness,@mileycyrus cool and aww
neutral,hanging out wit the family kinda boredd reading eclipse  MISSING MY GODFATHER
worry,going to bed its late and I have headache
worry,@sarahbellafina I'll try but silly silly tweetdeck being mean to me again
hate,stuck here  ~*Lady*~
sadness,is feeling very sick
happiness,OMG! I'm Back. I Know I Was Out For A Week. Because My Brother Took His Laptop With Him To Mexico. So I Couldn't Be Online.
sadness,@PaulaAbdul  why canceled your performance on Letterman? i'm So sad because it is less an option for you.
sadness,Out for an evening on the town with jeremy. Sad Carrie can't come
worry,@bignupehen i would but i have nowhere to go and no one to go with
worry,Rachel and chelsey left me and jenny stole my bike.  that makes me muy triste!
love,@imthinking i loveeee john ritter
sadness,Listing to a sad song  so i am sad too
worry,Still raining here in The Bay...I forget what sunshine looks like !
sadness,@mommy41402. I was like &quot;whyyyyy?!&quot;
worry,Watchin Grease 2 and waiting for 9 to hurry up and come so I can talk to my girl. Ugh..... it seems so far away...
neutral,"@kathuerun Hehe. I have the ZSG. Should probably go over it again. Also, Mike has moved up to Orillia, so his arsenal isn't so available."
hate,@juniper73 oh that sucks  Tell your DH to act like a grown up maybe? I'd be stressed too
sadness,@OnyXx_B all the shows are sold out  so I have to wait til tomorrow or sunday...
neutral,@JelaniFr3sh  boo. I used to live in upland... Have funnnn
worry,@alow8111 went to wingstop without me
neutral,@Kes1807 Dunno if I like longer hair on Jensen.
hate,@BillyScallywag There's loads of highly qualified stuff  and loads STILL using snail mail.
worry,@InNoSenseLost I know. But it won't be the same
sadness,theres nothing worse than working on a friday night and having to wake up at 6 am on a saturday. I want my babe
surprise,"10 yrs ago, on a night like this..id have been drinking with co workers, then went home got cleaned up and went clubbing.."
worry,could be getting sacked soon not good
sadness,this is what i think about the world @mileycyrus at hannah montana set.... im missing tennessee ALOT today
worry,Just remembered I still have a summer project to do.  IT NEVER ENDS!!!!!
worry,"i know i have lots of comments to return but i have been really busy  i'll get round to it guys, sorry"
worry,Nuggets game with everyoneeeee except @almedina4.
hate,U know I didn't care for that wolverine movie and I'm a xmen fanatic. That joint sucked to me.
sadness,Josie's out of surgery. She's now officially unable to procreate. And She's way out of it... Poor medicated baby
neutral,(@ohmyjade) 1-Pendulum = awesome! 2-Goodbyes suck  3-Shut up plz. 4-Toy Story 3!!  5-JB 3D MOVIE 2MORO! 6-I'm tired. 7-Aaaand I'm out.
sadness,"i know i told him i didnt want him to stay home with me but i lied, i really did want him to stay home with me"
worry,I really wish i would hear from josh
neutral,Why is #Apple so expensive...
sadness,@shanisfearless gaah rain for tomorrow
neutral,Follow Friday rickbaker24 i only have 6 friends
sadness,All alone at home.....
worry,Saturday will be the worst Saturday I've had in ages
sadness,Riley had an alphabet fashion show today and I forgot my camera.  It was so cute!
worry,@beadqueen That doesn't sound fun
hate,twice in a week Qantas club lounge computers broken  #flyertalk
empty,@brinathemodel  sa'weee
worry,Is about to see Adriana off for a month
hate,@mayabbz oh damn that sucks
worry,"Bummer... Might not make it to the sunday show, hopefully some sun will shine on this cloudy day"
worry,@teleject Grrrrrrrr................
worry,Is not going to service tonight due to the fact that i've yet to find a dress for prom tomorrow. Ugh
neutral,@enoelle1177 she is all grown up
worry,at hannah montana set.... im missing tennessee ALOT today
worry,@alydenisof Maybe someone is trying to hack you
worry,@Media_Molecule play my shitty levels :-D I got a bit too ambitious on one and broke the thermometer  so it only got half done!
happiness,"just got home from a nice party, just not tired yet"
